"ID_ARTICLE","ID_SAMPLE","id_effect","Authors","PublicationYear","PublicationType","Country","GGGI","GeoArea","SchoolLevel","GradeM","MeanAge_months","TaskName","Standardized","Computerized","IndexName","ScoreType","ScoreSign","MathContent","N","male_N","fem_N","male_mean","male_sd","fem_mean","fem_sd","eff","vi","vi_0","lb","ub"
1169,"1169_1",966,"Saven et al., 2014",2014,2,"United States",0.739076923,"NorthAmerica","3.Middle",8,NA,"CCSS",1,"0","Accuracy","Raw",1,"NationalTest",1000,500,500,21.5,8.3,21.8,7.5,-0.0379260992499252,0.00400071919450216,0.004,-0.162046476821559,0.0861942783217085
1169,"1169_1",967,"Saven et al., 2014",2014,2,"United States",0.739076923,"NorthAmerica","3.Middle",8,NA,"NCTM",1,"0","Accuracy","Raw",1,"NationalTest",1000,500,500,27,8.3,27.6,8.1,-0.0731652913019633,0.00400267657992565,0.004,-0.197316028628527,0.0509854460246006
1169,"1169_1",968,"Saven et al., 2014",2014,2,"United States",0.739076923,"NorthAmerica","3.Middle",8,NA,"NCTM",1,"0","Accuracy","Raw",1,"NationalTest",1000,500,500,23.5,8.3,25.3,8.6,-0.212984196863067,0.0040226811340567,0.004,-0.337444787449103,-0.0885236062770316
1169,"1169_1",969,"Saven et al., 2014",2014,2,"United States",0.739076923,"NorthAmerica","1.KindergartenPreschool",0,NA,"CCSS",1,"0","Accuracy","Raw",1,"NationalTest",1000,500,500,21,4.8,20.5,5,0.102019573312597,0.00400520399666944,0.004,-0.0221703541819563,0.226209500807149
1169,"1169_1",970,"Saven et al., 2014",2014,2,"United States",0.739076923,"NorthAmerica","1.KindergartenPreschool",0,NA,"CCSS",1,"0","Accuracy","Raw",1,"NationalTest",1000,500,500,19.2,5.2,19.1,4.8,0.0199840191744354,0.00400019968051118,0.004,-0.104128299300439,0.14409633764931
1169,"1169_1",971,"Saven et al., 2014",2014,2,"United States",0.739076923,"NorthAmerica","1.KindergartenPreschool",0,NA,"NCTM",1,"0","Accuracy","Raw",1,"NationalTest",1000,500,500,34.6,7.4,35.4,6.8,-0.112575607156846,0.00400633663366337,0.004,-0.236783093327957,0.0116318790142646
1169,"1169_1",972,"Saven et al., 2014",2014,2,"United States",0.739076923,"NorthAmerica","1.KindergartenPreschool",0,NA,"NCTM",1,"0","Accuracy","Raw",1,"NationalTest",1000,500,500,30.6,8.1,32.1,7.7,-0.189812599841124,0.00401801441152922,0.004,-0.31420097595454,-0.0654242237277081
1169,"1169_1",973,"Saven et al., 2014",2014,2,"United States",0.739076923,"NorthAmerica","2.Primary",1,NA,"CCSS",1,"0","Accuracy","Raw",1,"NationalTest",1000,500,500,26.3,5.4,25.8,5.1,0.09519924632959,0.00400453144825086,0.004,-0.0289802538251816,0.219378746484362
1169,"1169_1",974,"Saven et al., 2014",2014,2,"United States",0.739076923,"NorthAmerica","2.Primary",1,NA,"CCSS",1,"0","Accuracy","Raw",1,"NationalTest",1000,500,500,23.5,5.7,23.7,5.5,-0.0357085928337658,0.00400063755180108,0.004,-0.159827703936286,0.0884105182687545
1169,"1169_1",975,"Saven et al., 2014",2014,2,"United States",0.739076923,"NorthAmerica","2.Primary",1,NA,"NCTM",1,"0","Accuracy","Raw",1,"NationalTest",1000,500,500,33.8,7.5,33.7,7.5,0.0133333333333326,0.00400008888888889,0.004,-0.110777266389802,0.137443933056467
1169,"1169_1",976,"Saven et al., 2014",2014,2,"United States",0.739076923,"NorthAmerica","2.Primary",1,NA,"NCTM",1,"0","Accuracy","Raw",1,"NationalTest",1000,500,500,30.5,8.4,30.3,7.8,0.0246744403399201,0.00400030441400304,0.004,-0.0994395028827738,0.148788383562614
1169,"1169_1",977,"Saven et al., 2014",2014,2,"United States",0.739076923,"NorthAmerica","2.Primary",2,NA,"CCSS",1,"0","Accuracy","Raw",1,"NationalTest",1000,500,500,25.8,5.8,24.9,5.6,0.157870443475266,0.00401246153846154,0.004,0.0335680490929037,0.282172837857628
1169,"1169_1",978,"Saven et al., 2014",2014,2,"United States",0.739076923,"NorthAmerica","2.Primary",2,NA,"CCSS",1,"0","Accuracy","Raw",1,"NationalTest",1000,500,500,23.8,5.8,23.3,5.4,0.0892288262810312,0.00400398089171975,0.004,-0.0349421372714255,0.213399789833488
1169,"1169_1",979,"Saven et al., 2014",2014,2,"United States",0.739076923,"NorthAmerica","2.Primary",2,NA,"NCTM",1,"0","Accuracy","Raw",1,"NationalTest",1000,500,500,32.3,8.8,30.7,8.7,0.182854157507512,0.00401671782145889,0.004,0.0584858527191345,0.30722246229589
1169,"1169_1",980,"Saven et al., 2014",2014,2,"United States",0.739076923,"NorthAmerica","2.Primary",2,NA,"NCTM",1,"0","Accuracy","Raw",1,"NationalTest",1000,500,500,29.8,9,28.7,8.3,0.127063657774203,0.00400807258656348,0.004,0.00282926485340387,0.251298050695002
1169,"1169_1",981,"Saven et al., 2014",2014,2,"United States",0.739076923,"NorthAmerica","2.Primary",3,NA,"CCSS",1,"0","Accuracy","Raw",1,"NationalTest",1000,500,500,29,6.5,28.7,6,0.047961646018646,0.00400115015974441,0.004,-0.0761654166170363,0.172088708654328
1169,"1169_1",982,"Saven et al., 2014",2014,2,"United States",0.739076923,"NorthAmerica","2.Primary",3,NA,"CCSS",1,"0","Accuracy","Raw",1,"NationalTest",1000,500,500,26.3,7.3,25.6,7.5,0.0945859585791847,0.00400447325178017,0.004,-0.0295926392434426,0.218764556401812
1169,"1169_1",983,"Saven et al., 2014",2014,2,"United States",0.739076923,"NorthAmerica","2.Primary",3,NA,"NCTM",1,"0","Accuracy","Raw",1,"NationalTest",1000,500,500,35.3,6.6,34.9,6.3,0.0619987406633701,0.00400192192192192,0.004,-0.0621402925244456,0.186137773851186
1169,"1169_1",984,"Saven et al., 2014",2014,2,"United States",0.739076923,"NorthAmerica","2.Primary",3,NA,"NCTM",1,"0","Accuracy","Raw",1,"NationalTest",1000,500,500,32.8,7,33,6.8,-0.0289824636691917,0.00400041999160017,0.004,-0.1530981998414,0.0951332725030169
1169,"1169_1",985,"Saven et al., 2014",2014,2,"United States",0.739076923,"NorthAmerica","2.Primary",4,NA,"CCSS",1,"0","Accuracy","Raw",1,"NationalTest",1000,500,500,28,7,26.8,6.3,0.180201713563761,0.00401623632878566,0.004,0.0558408631479412,0.304562563979581
1169,"1169_1",986,"Saven et al., 2014",2014,2,"United States",0.739076923,"NorthAmerica","2.Primary",4,NA,"CCSS",1,"0","Accuracy","Raw",1,"NationalTest",1000,500,500,24.6,7.3,24.1,7.2,0.0689638772162375,0.00400237800818035,0.004,-0.0551822296345858,0.193109984067061
1169,"1169_1",987,"Saven et al., 2014",2014,2,"United States",0.739076923,"NorthAmerica","2.Primary",4,NA,"NCTM",1,"0","Accuracy","Raw",1,"NationalTest",1000,500,500,24.4,7.6,34.7,6.9,-1.41903704281431,0.00500683306443959,0.004,-1.5578901520058,-1.28018393362283
1169,"1169_1",988,"Saven et al., 2014",2014,2,"United States",0.739076923,"NorthAmerica","2.Primary",4,NA,"NCTM",1,"0","Accuracy","Raw",1,"NationalTest",1000,500,500,32.5,7.5,31.8,7.1,0.095854443061555,0.00400459403712732,0.004,-0.0283260275219828,0.220034913645093
1169,"1169_1",989,"Saven et al., 2014",2014,2,"United States",0.739076923,"NorthAmerica","2.Primary",5,NA,"CCSS",1,"0","Accuracy","Raw",1,"NationalTest",1000,500,500,27,6.8,26.1,7,0.130421086511361,0.0040085048299034,0.004,0.00617999485443992,0.254662178168281
1169,"1169_1",990,"Saven et al., 2014",2014,2,"United States",0.739076923,"NorthAmerica","2.Primary",5,NA,"CCSS",1,"0","Accuracy","Raw",1,"NationalTest",1000,500,500,23.4,7.8,24.2,7.3,-0.1059022229234,0.00400560764041006,0.004,-0.230098408179605,0.0182939623328054
1169,"1169_1",991,"Saven et al., 2014",2014,2,"United States",0.739076923,"NorthAmerica","2.Primary",5,NA,"NCTM",1,"0","Accuracy","Raw",1,"NationalTest",1000,500,500,34.6,8.3,34.5,8.2,0.0121209895155518,0.00400007345919342,0.004,-0.111989370839076,0.13623134987018
1169,"1169_1",992,"Saven et al., 2014",2014,2,"United States",0.739076923,"NorthAmerica","2.Primary",5,NA,"NCTM",1,"0","Accuracy","Raw",1,"NationalTest",1000,500,500,31.7,8.9,32.6,8.5,-0.103420951964112,0.00400534794665258,0.004,-0.227613111177368,0.0207712072491446
1169,"1169_1",993,"Saven et al., 2014",2014,2,"United States",0.739076923,"NorthAmerica","3.Middle",6,NA,"CCSS",1,"0","Accuracy","Raw",1,"NationalTest",1000,500,500,26.9,9.9,26.4,9.3,0.0520579206295354,0.00400135501355014,0.004,-0.0720723195394435,0.176188160798514
1169,"1169_1",994,"Saven et al., 2014",2014,2,"United States",0.739076923,"NorthAmerica","3.Middle",6,NA,"CCSS",1,"0","Accuracy","Raw",1,"NationalTest",1000,500,500,23.6,9.3,23.7,8.4,-0.011284856151092,0.00400006367398918,0.004,-0.135395064702762,0.112825352400578
1169,"1169_1",995,"Saven et al., 2014",2014,2,"United States",0.739076923,"NorthAmerica","3.Middle",6,NA,"NCTM",1,"0","Accuracy","Raw",1,"NationalTest",1000,500,500,32.6,8.6,32.9,7.9,-0.0363309565367402,0.00400065996920144,0.004,-0.160450415386822,0.0877885023133417
1169,"1169_1",996,"Saven et al., 2014",2014,2,"United States",0.739076923,"NorthAmerica","3.Middle",6,NA,"NCTM",1,"0","Accuracy","Raw",1,"NationalTest",1000,500,500,29.9,8.7,29.8,8.4,0.0116941069240935,0.00400006837606838,0.004,-0.112416174573398,0.135804388421585
1169,"1169_1",997,"Saven et al., 2014",2014,2,"United States",0.739076923,"NorthAmerica","3.Middle",7,NA,"CCSS",1,"0","Accuracy","Raw",1,"NationalTest",1000,500,500,27,9.4,27.4,9.9,-0.0414368741698367,0.00400085850727048,0.004,-0.165559412778278,0.082685664438605
1169,"1169_1",998,"Saven et al., 2014",2014,2,"United States",0.739076923,"NorthAmerica","3.Middle",7,NA,"CCSS",1,"0","Accuracy","Raw",1,"NationalTest",1000,500,500,22.8,9.5,22.9,8.9,-0.0108637908707358,0.00400005901097604,0.004,-0.134973927082595,0.113246345341123
1169,"1169_1",999,"Saven et al., 2014",2014,2,"United States",0.739076923,"NorthAmerica","3.Middle",7,NA,"NCTM",1,"0","Accuracy","Raw",1,"NationalTest",1000,500,500,30.2,8.5,30.4,9,-0.0228478191191015,0.00400026101141925,0.004,-0.146961089032982,0.101265450794779
1169,"1169_1",1000,"Saven et al., 2014",2014,2,"United States",0.739076923,"NorthAmerica","3.Middle",7,NA,"NCTM",1,"0","Accuracy","Raw",1,"NationalTest",1000,500,500,26.9,9.2,27.7,9.4,-0.0860165328912753,0.00400369942196532,0.004,-0.210183131914303,0.0381500661317523
1169,"1169_1",1001,"Saven et al., 2014",2014,2,"United States",0.739076923,"NorthAmerica","3.Middle",8,NA,"CCSS",1,"0","Accuracy","Raw",1,"NationalTest",1000,500,500,28.4,9,28.4,8.6,0,0.004,0.004,-0.124109220739454,0.124109220739454
1169,"1169_1",1002,"Saven et al., 2014",2014,2,"United States",0.739076923,"NorthAmerica","3.Middle",8,NA,"CCSS",1,"0","Accuracy","Raw",1,"NationalTest",1000,500,500,24.4,8.8,25.1,8.4,-0.0813733471206738,0.00400331081081081,0.004,-0.205533920004967,0.042787225763619
1169,"1169_1",1003,"Saven et al., 2014",2014,2,"United States",0.739076923,"NorthAmerica","3.Middle",8,NA,"NCTM",1,"0","Accuracy","Raw",1,"NationalTest",1000,500,500,30.3,8.5,31,8,-0.0848095545941535,0.00400359633027523,0.004,-0.208974555017287,0.0393554458289796
1169,"1169_1",1004,"Saven et al., 2014",2014,2,"United States",0.739076923,"NorthAmerica","3.Middle",8,NA,"NCTM",1,"0","Accuracy","Raw",1,"NationalTest",1000,500,500,27.1,9.3,28.1,9.5,-0.106376959373598,0.00400565802874279,0.004,-0.230573925787069,0.0178200070398735
1169,"1169_1",1005,"Saven et al., 2014",2014,2,"United States",0.739076923,"NorthAmerica","1.KindergartenPreschool",0,NA,"CCSS",1,"0","Accuracy","Raw",1,"NationalTest",1000,500,500,22.5,4.9,22.6,4.4,-0.0214743628349093,0.00400023057412958,0.004,-0.14558716056976,0.102638434899941
1169,"1169_1",1006,"Saven et al., 2014",2014,2,"United States",0.739076923,"NorthAmerica","1.KindergartenPreschool",0,NA,"CCSS",1,"0","Accuracy","Raw",1,"NationalTest",1000,500,500,20.6,5.3,21.1,5.7,-0.0908490452678575,0.00400412677451304,0.004,-0.215022270849343,0.0333241803136279
1169,"1169_1",1007,"Saven et al., 2014",2014,2,"United States",0.739076923,"NorthAmerica","1.KindergartenPreschool",0,NA,"NCTM",1,"0","Accuracy","Raw",1,"NationalTest",1000,500,500,37.7,6,37.1,5.8,0.101680311259726,0.00400516944284894,0.004,-0.0225090805260683,0.225869703045521
1169,"1169_1",1008,"Saven et al., 2014",2014,2,"United States",0.739076923,"NorthAmerica","1.KindergartenPreschool",0,NA,"NCTM",1,"0","Accuracy","Raw",1,"NationalTest",1000,500,500,33,8,34,7.5,-0.128965176043832,0.00400831600831601,0.004,-0.253203341462989,-0.00472701062467512
1169,"1169_1",1009,"Saven et al., 2014",2014,2,"United States",0.739076923,"NorthAmerica","2.Primary",1,NA,"CCSS",1,"0","Accuracy","Raw",1,"NationalTest",1000,500,500,27.9,5.4,28.4,4.9,-0.0969731877110909,0.00400470189956743,0.004,-0.221155330663695,0.0272089552415128
1169,"1169_1",1010,"Saven et al., 2014",2014,2,"United States",0.739076923,"NorthAmerica","2.Primary",1,NA,"CCSS",1,"0","Accuracy","Raw",1,"NationalTest",1000,500,500,26.6,5.9,26.8,5.2,-0.0359645923062874,0.00400064672594988,0.004,-0.160083845721942,0.0881546611093674
1169,"1169_1",1011,"Saven et al., 2014",2014,2,"United States",0.739076923,"NorthAmerica","2.Primary",1,NA,"NCTM",1,"0","Accuracy","Raw",1,"NationalTest",1000,500,500,36.8,7,37.4,6.3,-0.0901008567818808,0.00400405908219641,0.004,-0.214273032745147,0.0340713191813855
1169,"1169_1",1012,"Saven et al., 2014",2014,2,"United States",0.739076923,"NorthAmerica","2.Primary",1,NA,"NCTM",1,"0","Accuracy","Raw",1,"NationalTest",1000,500,500,32.8,7.9,33.7,7.5,-0.1168437092229,0.00400682622619248,0.004,-0.241058784521575,0.00737136607577506
1169,"1169_1",1013,"Saven et al., 2014",2014,2,"United States",0.739076923,"NorthAmerica","2.Primary",2,NA,"CCSS",1,"0","Accuracy","Raw",1,"NationalTest",1000,500,500,27.6,6.4,27.4,5.7,0.0330026712618127,0.00400054458815521,0.004,-0.0911149977415454,0.157120340265171
1169,"1169_1",1014,"Saven et al., 2014",2014,2,"United States",0.739076923,"NorthAmerica","2.Primary",2,NA,"CCSS",1,"0","Accuracy","Raw",1,"NationalTest",1000,500,500,25.7,7.1,25.6,6.2,0.0150032823270525,0.00400011254924029,0.004,-0.109107684449933,0.139114249104038
1169,"1169_1",1015,"Saven et al., 2014",2014,2,"United States",0.739076923,"NorthAmerica","2.Primary",2,NA,"NCTM",1,"0","Accuracy","Raw",1,"NationalTest",1000,500,500,36.1,7.5,34.6,7.5,0.2,0.00402,0.004,0.0755808930834283,0.324419106916572
1169,"1169_1",1016,"Saven et al., 2014",2014,2,"United States",0.739076923,"NorthAmerica","2.Primary",2,NA,"NCTM",1,"0","Accuracy","Raw",1,"NationalTest",1000,500,500,32.2,8.7,30.5,8.7,0.195402298850575,0.00401909102919804,0.004,0.0709972590644834,0.319807338636667
1169,"1169_1",1017,"Saven et al., 2014",2014,2,"United States",0.739076923,"NorthAmerica","2.Primary",3,NA,"CCSS",1,"0","Accuracy","Raw",1,"NationalTest",1000,500,500,32.1,6.7,32.9,5.4,-0.13147478018918,0.0040086428089129,0.004,-0.255718010114106,-0.00723155026425487
1169,"1169_1",1018,"Saven et al., 2014",2014,2,"United States",0.739076923,"NorthAmerica","2.Primary",3,NA,"CCSS",1,"0","Accuracy","Raw",1,"NationalTest",1000,500,500,29.7,8.2,29.4,7.3,0.0386445873538771,0.00400074670206588,0.004,-0.0854762169214515,0.162765391629206
1169,"1169_1",1019,"Saven et al., 2014",2014,2,"United States",0.739076923,"NorthAmerica","2.Primary",3,NA,"NCTM",1,"0","Accuracy","Raw",1,"NationalTest",1000,500,500,34.5,7.5,38.4,6.3,-0.563092506371473,0.00415853658536585,0.004,-0.689637310055601,-0.436547702687345
1169,"1169_1",1020,"Saven et al., 2014",2014,2,"United States",0.739076923,"NorthAmerica","2.Primary",3,NA,"NCTM",1,"0","Accuracy","Raw",1,"NationalTest",1000,500,500,35.7,7.2,35.8,6.4,-0.0146805054878668,0.00400010775862069,0.004,-0.138791397945867,0.109430386970134
1169,"1169_1",1021,"Saven et al., 2014",2014,2,"United States",0.739076923,"NorthAmerica","2.Primary",4,NA,"CCSS",1,"0","Accuracy","Raw",1,"NationalTest",1000,500,500,30,7.6,29.4,7.5,0.0794684560417366,0.00400315761775283,0.004,-0.0446897412188904,0.203626653302364
1169,"1169_1",1022,"Saven et al., 2014",2014,2,"United States",0.739076923,"NorthAmerica","2.Primary",4,NA,"CCSS",1,"0","Accuracy","Raw",1,"NationalTest",1000,500,500,27.1,8.8,27.8,8.1,-0.0827692665516287,0.00400342537574275,0.004,-0.206931616008674,0.041393082905417
1169,"1169_1",1023,"Saven et al., 2014",2014,2,"United States",0.739076923,"NorthAmerica","2.Primary",4,NA,"NCTM",1,"0","Accuracy","Raw",1,"NationalTest",1000,500,500,36.6,8.3,35.6,8.2,0.121209895155516,0.00400734591934181,0.004,-0.00301323535032041,0.245433025661353
1169,"1169_1",1024,"Saven et al., 2014",2014,2,"United States",0.739076923,"NorthAmerica","2.Primary",4,NA,"NCTM",1,"0","Accuracy","Raw",1,"NationalTest",1000,500,500,33.7,8.4,33.2,8.7,0.0584705346204686,0.0040017094017094,0.004,-0.0656652023506179,0.182606271591555
1169,"1169_1",1025,"Saven et al., 2014",2014,2,"United States",0.739076923,"NorthAmerica","2.Primary",5,NA,"CCSS",1,"0","Accuracy","Raw",1,"NationalTest",1000,500,500,28.7,7.5,28.9,7.2,-0.0272052195500256,0.00400037006198538,0.004,-0.151320181169782,0.0969097420697302
1169,"1169_1",1026,"Saven et al., 2014",2014,2,"United States",0.739076923,"NorthAmerica","2.Primary",5,NA,"CCSS",1,"0","Accuracy","Raw",1,"NationalTest",1000,500,500,26.9,8,26.2,7.8,0.0886004969597729,0.00400392502403076,0.004,-0.035569600308708,0.212770594228254
1169,"1169_1",1027,"Saven et al., 2014",2014,2,"United States",0.739076923,"NorthAmerica","2.Primary",5,NA,"NCTM",1,"0","Accuracy","Raw",1,"NationalTest",1000,500,500,38.4,8,39.1,6.9,-0.0937047235590315,0.00400439028760864,0.004,-0.217882035016736,0.0304725878986729
1169,"1169_1",1028,"Saven et al., 2014",2014,2,"United States",0.739076923,"NorthAmerica","2.Primary",5,NA,"NCTM",1,"0","Accuracy","Raw",1,"NationalTest",1000,500,500,35.3,9.6,36.9,7.7,-0.18386554003083,0.00401690326840541,0.004,-0.308236715752292,-0.0594943643093676
1169,"1169_1",1029,"Saven et al., 2014",2014,2,"United States",0.739076923,"NorthAmerica","3.Middle",6,NA,"CCSS",1,"0","Accuracy","Raw",1,"NationalTest",1000,500,500,28.3,10,28.6,9.2,-0.0312229085341361,0.00400048743500867,0.004,-0.155339690940619,0.092893873872347
1169,"1169_1",1030,"Saven et al., 2014",2014,2,"United States",0.739076923,"NorthAmerica","3.Middle",6,NA,"CCSS",1,"0","Accuracy","Raw",1,"NationalTest",1000,500,500,24.2,9.4,26.5,8.8,-0.252610018549646,0.00403190591073583,0.004,-0.377213233377274,-0.128006803722019
1169,"1169_1",1031,"Saven et al., 2014",2014,2,"United States",0.739076923,"NorthAmerica","3.Middle",6,NA,"NCTM",1,"0","Accuracy","Raw",1,"NationalTest",1000,500,500,33.8,10.1,34.3,9.2,-0.0517572275927721,0.00400133940530405,0.004,-0.17588722566161,0.0723727704760659
1169,"1169_1",1032,"Saven et al., 2014",2014,2,"United States",0.739076923,"NorthAmerica","3.Middle",6,NA,"NCTM",1,"0","Accuracy","Raw",1,"NationalTest",1000,500,500,32,9.7,32.1,8.8,-0.0107980405493857,0.00400005829883985,0.004,-0.134908165713492,0.113312084614721
1169,"1169_1",1033,"Saven et al., 2014",2014,2,"United States",0.739076923,"NorthAmerica","3.Middle",7,NA,"CCSS",1,"0","Accuracy","Raw",1,"NationalTest",1000,500,500,28.3,9.6,28.2,9.2,0.0106358907452881,0.00400005656108597,0.004,-0.113474207460102,0.134745988950678
1169,"1169_1",1034,"Saven et al., 2014",2014,2,"United States",0.739076923,"NorthAmerica","3.Middle",7,NA,"CCSS",1,"0","Accuracy","Raw",1,"NationalTest",1000,500,500,22.9,9.5,23.9,9.5,-0.105263157894737,0.00400554016620499,0.004,-0.229458297108129,0.0189319813186558
1169,"1169_1",1035,"Saven et al., 2014",2014,2,"United States",0.739076923,"NorthAmerica","3.Middle",7,NA,"NCTM",1,"0","Accuracy","Raw",1,"NationalTest",1000,500,500,31.8,8.7,31.3,9.2,0.0558441398321767,0.0040015592839768,0.004,-0.0682892687401847,0.179977548404538
1169,"1169_1",1036,"Saven et al., 2014",2014,2,"United States",0.739076923,"NorthAmerica","3.Middle",7,NA,"NCTM",1,"0","Accuracy","Raw",1,"NationalTest",1000,500,500,26.2,9.3,27.5,9.3,-0.139784946236559,0.00400976991559718,0.004,-0.264045641615452,-0.0155242508576664
1169,"1169_1",1037,"Saven et al., 2014",2014,2,"United States",0.739076923,"NorthAmerica","3.Middle",8,NA,"CCSS",1,"0","Accuracy","Raw",1,"NationalTest",1000,500,500,30.4,9.2,30.1,9.1,0.0327863957396308,0.0040005374738728,0.004,-0.0913311629026849,0.156903954381947
1169,"1169_1",1038,"Saven et al., 2014",2014,2,"United States",0.739076923,"NorthAmerica","3.Middle",8,NA,"CCSS",1,"0","Accuracy","Raw",1,"NationalTest",1000,500,500,24.9,9.8,26.5,9.6,-0.164939688845436,0.00401360255047821,0.004,-0.289259755726685,-0.0406196219641878
1169,"1169_1",1039,"Saven et al., 2014",2014,2,"United States",0.739076923,"NorthAmerica","3.Middle",8,NA,"NCTM",1,"0","Accuracy","Raw",1,"NationalTest",1000,500,500,30.6,8.8,31,8.8,-0.0454545454545453,0.00400103305785124,0.004,-0.169579791659976,0.0786707007508854
1169,"1169_1",1040,"Saven et al., 2014",2014,2,"United States",0.739076923,"NorthAmerica","3.Middle",8,NA,"NCTM",1,"0","Accuracy","Raw",1,"NationalTest",1000,500,500,24.2,10,27.3,10.2,-0.306915650028003,0.00404709860811606,0.004,-0.431753403931189,-0.182077896124817
